2527,582,13210,Nong Mai Sung,หนองไม้ซุง
2528,582,13210,Uthai,อุทัย
2529,582,13210,Sena,เสนา
2530,582,13210,Nong Nam Som,หนองน้ำส้ม
2531,582,13210,Pho Sao Han,โพสาวหาญ
2532,582,13210,Thanu,ธนู
2533,582,13210,Khao Mao,ข้าวเม่า
2534,583,13150,Hua Phai,หัวไผ่
2535,583,13150,Kathum,กะทุ่ม
2536,583,13150,Maharat,มหาราช
2537,583,13150,Namtao,น้ำเต้า
2538,583,13150,Bang Na,บางนา
2539,583,13150,Rong Chang,โรงช้าง
2540,583,13150,Chao Pluk,เจ้าปลุก
2541,583,13150,Phit Phian,พิตเพียน
2542,583,13150,Ban Na,บ้านนา
2543,583,13150,Ban Khwang,บ้านขวาง
2544,583,13150,Tha To,ท่าตอ
2545,583,13150,Ban Mai,บ้านใหม่
2546,584,13240,Ban Phraek,บ้านแพรก
2547,584,13240,Ban Mai,บ้านใหม่
2548,584,13240,Sam Phaniang,สำพะเนียง
2549,584,13240,Khlong Noi,คลองน้อย
2550,584,13240,Song Hong,สองห้อง
2551,585,14000,Talat Luang,ตลาดหลวง
2552,585,14000,Bang Kaeo,บางแก้ว
2553,585,14000,Sala Daeng,ศาลาแดง
2554,585,14000,Pa Ngio,ป่างิ้ว
2555,585,14000,Ban Hae,บ้านแห
2556,585,14000,Talat Kruat,ตลาดกรวด
2557,585,14000,Mahatthai,มหาดไทย
2558,585,14000,Ban It,บ้านอิฐ
2559,585,14000,Hua Phai,หัวไผ่
